split_id,model_name,feature,importance,signed_coefficient,importance_type
8,random_forest,存貨週轉率 (次),0.06192175276522446,,tree_feature_importance
8,random_forest,營業利益成長率,0.06120920057421282,,tree_feature_importance
8,random_forest,淨值報酬率─稅後,0.05990692664212743,,tree_feature_importance
8,random_forest,稅後淨利成長率,0.059816897085723506,,tree_feature_importance
8,random_forest,速動比率,0.05949592593488507,,tree_feature_importance
8,random_forest,資產報酬率 ROA,0.058504485017115075,,tree_feature_importance
8,random_forest,Unknown masked parameter,0.057580042885483976,,tree_feature_importance
8,random_forest,流動比率,0.05625765560482756,,tree_feature_importance
8,random_forest,負債/淨值比,0.055422328299202475,,tree_feature_importance
8,random_forest,營業利益率 OPM,0.05539447424412435,,tree_feature_importance
8,random_forest,利潤邊際 NPM,0.055324607266996444,,tree_feature_importance
9,random_forest,股價淨值比,0.0909735192679908,,tree_feature_importance
9,random_forest,股價營收比,0.07421065857557768,,tree_feature_importance
9,random_forest,收盤價(元)_年,0.07077025298684593,,tree_feature_importance
9,random_forest,市值(百萬元),0.06448642202207218,,tree_feature_importance
9,random_forest,存貨週轉率 (次),0.06420125044231517,,tree_feature_importance
9,random_forest,淨值報酬率─稅後,0.06164868660107657,,tree_feature_importance
9,random_forest,營業利益成長率,0.06115894394398815,,tree_feature_importance
9,random_forest,應收帳款週轉次,0.06064786657385476,,tree_feature_importance
9,random_forest,稅後淨利成長率,0.06060059317557064,,tree_feature_importance
9,random_forest,Unknown masked parameter,0.05879652410922397,,tree_feature_importance
9,random_forest,資產報酬率 ROA,0.058690718726852734,,tree_feature_importance
9,random_forest,負債/淨值比,0.05618230987733186,,tree_feature_importance
9,random_forest,營業利益率 OPM,0.055262597998969945,,tree_feature_importance
9,random_forest,利潤邊際 NPM,0.0551901925090642,,tree_feature_importance
9,random_forest,速動比率,0.05459561484737386,,tree_feature_importance
9,random_forest,流動比率,0.05258384834189162,,tree_feature_importance
10,random_forest,股價淨值比,0.08796232117808515,,tree_feature_importance
10,random_forest,股價營收比,0.07121815485714882,,tree_feature_importance
10,random_forest,市值(百萬元),0.0688663116125402,,tree_feature_importance
10,random_forest,收盤價(元)_年,0.0685276467997285,,tree_feature_importance
10,random_forest,稅後淨利成長率,0.06250832918867853,,tree_feature_importance
10,random_forest,存貨週轉率 (次),0.06226355365252663,,tree_feature_importance
10,random_forest,營業利益成長率,0.06101428558725708,,tree_feature_importance
10,random_forest,淨值報酬率─稅後,0.06052225557433888,,tree_feature_importance
